"","A_chr","A_start","A_end","A_peak","C_chr","C_start","C_end","C_peak","overlap"
"297","chr16",10852039,10852714,"union_peak_20586","chr16",10852044,10852657,"union_peak_12774",613
"298","chr10",84774503,84775032,"union_peak_5670","chr10",84774601,84774980,"union_peak_3523",379
"299","chr9",42673669,42674263,"union_peak_51365","chr9",42673674,42674212,"union_peak_32026",538
"300","chr15",39942872,39944608,"union_peak_18522","chr15",39943755,39944367,"union_peak_11506",612
"301","chr6",134794095,134794501,"union_peak_44236","chr6",134793463,134794345,"union_peak_27650",250
"302","chr14",74880741,74881374,"union_peak_17421","chr14",74880635,74881186,"union_peak_10804",445
"303","chr12",118255363,118256298,"union_peak_13605","chr12",118255427,118256382,"union_peak_8376",871
"304","chr2",181483349,181484365,"union_peak_32401","chr2",181483277,181484381,"union_peak_20119",1016
"305","chr11",102496453,102497280,"union_peak_10242","chr11",102496642,102497385,"union_peak_6386",638
"306","chr15",12108102,12108630,"union_peak_18179","chr15",12108313,12108701,"union_peak_11294",317
"307","chr8",34145096,34145315,"union_peak_48558","chr8",34144912,34145148,"union_peak_30321",52
"308","chr19",29486487,29486995,"union_peak_27297","chr19",29486530,29486769,"union_peak_16989",239
"309","chr9",59959241,59959786,"union_peak_52001","chr9",59959228,59959787,"union_peak_32376",545
"310","chr14",75753226,75753707,"union_peak_17472","chr14",75753324,75753734,"union_peak_10841",383
"311","chrX",37074409,37074988,"union_peak_54130","chrX",37074308,37075075,"union_peak_33746",579
"312","chr15",74933568,74934493,"union_peak_19075","chr15",74933514,74935553,"union_peak_11879",925
"313","chr13",13523782,13524414,"union_peak_13745","chr13",13523861,13524587,"union_peak_8491",553
"314","chr18",67239112,67239774,"union_peak_25952","chr18",67239067,67239580,"union_peak_16148",468
"315","chr5",77130184,77130863,"union_peak_39516","chr5",77130230,77130594,"union_peak_24691",364
"316","chr1",134106665,134107139,"union_peak_2153","chr1",134106748,134107163,"union_peak_1334",391
"317","chr1",131080562,131081230,"union_peak_2005","chr1",131080843,131081206,"union_peak_1249",363
"318","chr2",71360120,71360670,"union_peak_29866","chr2",71360088,71360757,"union_peak_18608",550
"319","chr16",30308450,30309915,"union_peak_21052","chr16",30308871,30309409,"union_peak_13039",538
"320","chr15",100604665,100605546,"union_peak_20229","chr15",100604703,100605474,"union_peak_12571",771
"321","chr15",101236866,101237140,"union_peak_20281","chr15",101236755,101237003,"union_peak_12605",137
"322","chr7",49632872,49633986,"union_peak_45852","chr7",49633439,49635112,"union_peak_28687",547
"323","chr11",54105047,54105524,"union_peak_7927","chr11",54104986,54105599,"union_peak_4987",477
"324","chr9",118167589,118168181,"union_peak_53485","chr9",118167399,118168198,"union_peak_33342",592
"325","chr1",54747776,54748340,"union_peak_733","chr1",54747567,54748220,"union_peak_476",444
"326","chr1",132476638,132477856,"union_peak_2083","chr1",132476539,132477724,"union_peak_1291",1086
"327","chr19",10742094,10742689,"union_peak_26908","chr19",10741941,10742314,"union_peak_16741",220
"328","chr9",61668770,61669055,"union_peak_52060","chr9",61668654,61670507,"union_peak_32409",285
"329","chr1",53842859,53843690,"union_peak_699","chr1",53842921,53843415,"union_peak_447",494
"330","chr10",93818692,93819177,"union_peak_5866","chr10",93818639,93819223,"union_peak_3653",485
"331","chr11",113153004,113153860,"union_peak_10644","chr11",113153375,113153747,"union_peak_6611",372
"332","chr5",115474296,115474764,"union_peak_40308","chr5",115473963,115475268,"union_peak_25211",468
"333","chr6",134220020,134220810,"union_peak_44209","chr6",134220248,134220674,"union_peak_27634",426
"334","chr2",4518633,4519819,"union_peak_28270","chr2",4518693,4519584,"union_peak_17590",891
"335","chr1",86018117,86018833,"union_peak_1377","chr1",86018213,86018573,"union_peak_873",360
"336","chr2",38347421,38348348,"union_peak_29396","chr2",38347522,38347887,"union_peak_18298",365
"337","chr5",110978519,110978691,"union_peak_40053","chr5",110978344,110979254,"union_peak_25073",172
"338","chr19",53544154,53545622,"union_peak_27993","chr19",53544495,53545653,"union_peak_17426",1127
"339","chr17",47739580,47739842,"union_peak_23976","chr17",47739610,47739923,"union_peak_14925",232
"340","chr10",70039749,70040578,"union_peak_5030","chr10",70039673,70040664,"union_peak_3145",829
"341","chr11",94275220,94276143,"union_peak_9608","chr11",94275171,94276320,"union_peak_6006",923
"342","chr9",89208760,89209419,"union_peak_52756","chr9",89208875,89209180,"union_peak_32863",305
"343","chr7",73523259,73523639,"union_peak_46157","chr7",73523059,73523380,"union_peak_28902",121
"344","chr8",3324328,3324833,"union_peak_48096","chr8",3324479,3324927,"union_peak_30066",354
"345","chr1",36784552,36785257,"union_peak_283","chr1",36784092,36785115,"union_peak_194",563
"346","chr1",64486087,64486912,"union_peak_1010","chr1",64486148,64486868,"union_peak_649",720
"347","chr11",68691352,68692294,"union_peak_8449","chr11",68690588,68691913,"union_peak_5291",561
"348","chr15",99646320,99646778,"union_peak_20166","chr15",99646268,99646769,"union_peak_12533",449
"349","chr9",116152753,116154104,"union_peak_53438","chr9",116153083,116153318,"union_peak_33308",235
"350","chr9",116152753,116154104,"union_peak_53438","chr9",116153671,116154007,"union_peak_33309",336
"351","chr11",59964012,59965786,"union_peak_8190","chr11",59964674,59965434,"union_peak_5142",760
"352","chr14",41050266,41051198,"union_peak_16524","chr14",41050210,41050878,"union_peak_10229",612
"353","chr17",35430744,35431461,"union_peak_23619","chr17",35431108,35431442,"union_peak_14692",334
"354","chr11",69110399,69111213,"union_peak_8488","chr11",69110081,69111299,"union_peak_5320",814
"355","chr11",117968897,117970598,"union_peak_10989","chr11",117968990,117970436,"union_peak_6811",1446
"356","chr10",7824447,7825228,"union_peak_3718","chr10",7824268,7825306,"union_peak_2313",781
"357","chr6",39217882,39218486,"union_peak_42110","chr6",39217784,39218544,"union_peak_26303",604
"358","chr17",29494095,29494819,"union_peak_23156","chr17",29494052,29494702,"union_peak_14410",607
"359","chr10",119050061,119050623,"union_peak_6418","chr10",119049711,119050582,"union_peak_4033",521
"360","chr12",112967598,112968292,"union_peak_13434","chr12",112967704,112968160,"union_peak_8266",456
"361","chr5",23444331,23445987,"union_peak_38460","chr5",23445158,23445750,"union_peak_24073",592
"362","chr4",133631225,133632447,"union_peak_37304","chr4",133631309,133632699,"union_peak_23300",1138
"363","chr2",70844657,70845610,"union_peak_29842","chr2",70844748,70845821,"union_peak_18597",862
"364","chr18",32958138,32958583,"union_peak_25282","chr18",32958265,32958506,"union_peak_15756",241
"365","chr1",38657453,38658203,"union_peak_354","chr1",38657396,38658134,"union_peak_235",681
"366","chr4",133185121,133185689,"union_peak_37253","chr4",133185258,133185603,"union_peak_23273",345
"367","chr1",86007633,86008090,"union_peak_1376","chr1",86007820,86008221,"union_peak_872",270
"368","chr11",117909196,117909841,"union_peak_10980","chr11",117909146,117909733,"union_peak_6806",537
"369","chr1",87447237,87447995,"union_peak_1437","chr1",87447236,87447916,"union_peak_902",679
"370","chr9",41193642,41194364,"union_peak_51329","chr9",41193774,41194183,"union_peak_31997",409
"371","chr7",132764934,132765492,"union_peak_47735","chr7",132765160,132765449,"union_peak_29874",289
"372","chr10",88202639,88202875,"union_peak_5730","chr10",88201101,88203711,"union_peak_3560",236
"373","chr13",109922809,109923522,"union_peak_15734","chr13",109921915,109922969,"union_peak_9725",160
"374","chr3",96435471,96436043,"union_peak_33867","chr3",96435318,96436043,"union_peak_21082",572
"375","chr13",53009447,53010209,"union_peak_14789","chr13",53009631,53010213,"union_peak_9094",578
"376","chr7",139943515,139944815,"union_peak_47831","chr7",139943589,139944359,"union_peak_29927",770
"377","chr7",24441874,24442119,"union_peak_45040","chr7",24441571,24442344,"union_peak_28189",245
"378","chr2",152825744,152826161,"union_peak_31376","chr2",152825494,152826214,"union_peak_19572",417
"379","chr1",171032994,171034476,"union_peak_2972","chr1",171033689,171034541,"union_peak_1858",787
"380","chr18",32953997,32954382,"union_peak_25280","chr18",32953785,32954452,"union_peak_15754",385
"381","chr18",80046740,80047608,"union_peak_26251","chr18",80046887,80047326,"union_peak_16327",439
"382","chr13",22026234,22026835,"union_peak_13916","chr13",22026235,22026995,"union_peak_8599",600
"383","chr9",114507260,114507995,"union_peak_53368","chr9",114506977,114508001,"union_peak_33261",735
"384","chr1",156205957,156206807,"union_peak_2619","chr1",156206364,156206613,"union_peak_1620",249
"385","chr11",46386350,46387017,"union_peak_7613","chr11",46386443,46386840,"union_peak_4780",397
"386","chr2",102998410,102999737,"union_peak_30436","chr2",102998266,102999643,"union_peak_18977",1233
"387","chr17",36944036,36944434,"union_peak_23732","chr17",36943662,36944602,"union_peak_14771",398
"388","chr5",124021900,124022718,"union_peak_40723","chr5",124021948,124022912,"union_peak_25465",770
"389","chr8",105794093,105794698,"union_peak_49768","chr8",105794222,105794655,"union_peak_31066",433
"390","chr9",20635929,20637022,"union_peak_50872","chr9",20636268,20636827,"union_peak_31718",559
"391","chr18",66447605,66448248,"union_peak_25941","chr18",66447617,66448318,"union_peak_16139",631
"392","chr4",32287933,32288509,"union_peak_35423","chr4",32288236,32288577,"union_peak_22108",273
"393","chr17",33450382,33451027,"union_peak_23396","chr17",33450401,33451002,"union_peak_14537",601
"394","chr8",13889608,13890723,"union_peak_48261","chr8",13890051,13890818,"union_peak_30150",672
"395","chr10",19009269,19009700,"union_peak_3942","chr10",19009169,19009471,"union_peak_2459",202
"396","chr18",11883042,11883737,"union_peak_25057","chr18",11882981,11883797,"union_peak_15624",695
"397","chr3",60614767,60615771,"union_peak_33121","chr3",60614883,60615243,"union_peak_20603",360
"398","chr19",53442986,53443740,"union_peak_27977","chr19",53442660,53443824,"union_peak_17415",754
"399","chr4",133512812,133513313,"union_peak_37288","chr4",133512896,133513382,"union_peak_23289",417
"400","chr5",114864833,114865148,"union_peak_40258","chr5",114864736,114865233,"union_peak_25181",315
"401","chr2",75763059,75763821,"union_peak_30023","chr2",75762973,75763916,"union_peak_18709",762
"402","chr2",157447081,157448054,"union_peak_31622","chr2",157446989,157448128,"union_peak_19702",973
"403","chr8",120463817,120464354,"union_peak_50229","chr8",120463906,120464465,"union_peak_31337",448
"404","chr12",98627710,98628665,"union_peak_12848","chr12",98627931,98628656,"union_peak_7942",725
"405","chr10",41551995,41553261,"union_peak_4465","chr10",41552120,41553057,"union_peak_2800",937
"406","chr8",124284011,124284237,"union_peak_50495","chr8",124283902,124284273,"union_peak_31478",226
"407","chr8",105518416,105519609,"union_peak_49743","chr8",105518863,105519512,"union_peak_31049",649
"408","chr1",173905892,173906476,"union_peak_3157","chr1",173905725,173906384,"union_peak_1979",492
"409","chr1",43206981,43207793,"union_peak_494","chr1",43206803,43207780,"union_peak_317",799
"410","chr11",100842009,100842405,"union_peak_10108","chr11",100841906,100842404,"union_peak_6292",395
"411","chr3",144252824,144253378,"union_peak_34874","chr3",144252460,144253485,"union_peak_21742",554
"412","chr7",126496417,126497126,"union_peak_47468","chr7",126496263,126496993,"union_peak_29692",576
"413","chr5",124051868,124052486,"union_peak_40731","chr5",124051938,124052406,"union_peak_25469",468
"414","chr5",120622250,120622675,"union_peak_40477","chr5",120622298,120622678,"union_peak_25299",377
"415","chr4",8812419,8812763,"union_peak_35193","chr4",8810437,8812814,"union_peak_21947",344
"416","chr3",69289597,69290554,"union_peak_33247","chr3",69289796,69290637,"union_peak_20675",758
"417","chr6",129229035,129229567,"union_peak_44087","chr6",129229068,129229466,"union_peak_27550",398
"418","chr4",11712754,11713457,"union_peak_35288","chr4",11712722,11713375,"union_peak_22010",621
"419","chr2",128152360,128153766,"union_peak_30946","chr2",128152537,128153914,"union_peak_19318",1229
"420","chr1",53756110,53756938,"union_peak_684","chr1",53755582,53756124,"union_peak_436",14
"421","chr1",33907384,33908312,"union_peak_195","chr1",33907391,33907657,"union_peak_136",266
"422","chr18",60623774,60625142,"union_peak_25789","chr18",60624012,60625044,"union_peak_16060",1032
"423","chr1",51466543,51467281,"union_peak_572","chr1",51466161,51467094,"union_peak_369",551
"424","chr18",82492473,82493272,"union_peak_26348","chr18",82492298,82493118,"union_peak_16389",645
"425","chr17",7913602,7914896,"union_peak_22434","chr17",7913636,7915076,"union_peak_13973",1260
"426","chr18",56468943,56469667,"union_peak_25711","chr18",56468725,56469673,"union_peak_16016",724
"427","chr4",43834420,43835255,"union_peak_35640","chr4",43834632,43835172,"union_peak_22245",540
"428","chr11",58211744,58211974,"union_peak_8107","chr11",58210387,58212199,"union_peak_5095",230
"429","chr19",58942918,58943991,"union_peak_28162","chr19",58943278,58943753,"union_peak_17523",475
"430","chr1",38557502,38558153,"union_peak_348","chr1",38557680,38558035,"union_peak_234",355
"431","chr2",30896730,30897893,"union_peak_29040","chr2",30896898,30897638,"union_peak_18078",740
"432","chr11",52342397,52342586,"union_peak_7855","chr11",52342342,52342761,"union_peak_4942",189
"433","chr12",75449371,75450273,"union_peak_12297","chr12",75449410,75450188,"union_peak_7615",778
"434","chr17",45557156,45558628,"union_peak_23837","chr17",45558032,45558590,"union_peak_14829",558
"435","chr5",52125655,52126412,"union_peak_39024","chr5",52125727,52126215,"union_peak_24370",488
"436","chr11",54741228,54741985,"union_peak_7978","chr11",54740984,54741909,"union_peak_5020",681
"437","chr4",58985157,58985547,"union_peak_35900","chr4",58985012,58985725,"union_peak_22422",390
"438","chr6",48686000,48686631,"union_peak_42279","chr6",48686036,48686371,"union_peak_26417",335
"439","chr15",61411631,61412203,"union_peak_18774","chr15",61411692,61411927,"union_peak_11692",235
"440","chr12",54292954,54293803,"union_peak_11967","chr12",54293152,54293677,"union_peak_7398",525
"441","chrX",7446500,7447107,"union_peak_53872","chrX",7446413,7447286,"union_peak_33594",607
"442","chr7",97788061,97789245,"union_peak_46700","chr7",97787973,97788661,"union_peak_29218",600
"443","chr19",53536416,53537274,"union_peak_27990","chr19",53536365,53537303,"union_peak_17424",858
"444","chr2",157746479,157747185,"union_peak_31629","chr2",157746339,157747371,"union_peak_19707",706
"445","chr1",153037654,153038659,"union_peak_2498","chr1",153037534,153038654,"union_peak_1551",1000
"446","chr4",46478921,46479832,"union_peak_35735","chr4",46478973,46479613,"union_peak_22311",640
"447","chr13",73626383,73627206,"union_peak_15140","chr13",73626679,73626971,"union_peak_9328",292
"448","chr10",21964163,21964777,"union_peak_4118","chr10",21964229,21964760,"union_peak_2579",531
"449","chr19",3805400,3805820,"union_peak_26480","chr19",3805500,3805946,"union_peak_16475",320
"450","chr2",84887461,84888213,"union_peak_30193","chr2",84887561,84888188,"union_peak_18825",627
"451","chr10",71246795,71247575,"union_peak_5047","chr10",71246833,71247664,"union_peak_3151",742
"452","chr17",31066940,31067580,"union_peak_23246","chr17",31066961,31067494,"union_peak_14455",533
"453","chr9",106317974,106318629,"union_peak_53074","chr9",106318214,106318502,"union_peak_33065",288
"454","chr11",52240840,52241430,"union_peak_7829","chr11",52240672,52241731,"union_peak_4928",590
